
Unit Economics,,,,,,,,,,,,,,,,,,,,,Manning Cost,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, Margin ,15%,,,, Hot Kitchen Employee Cost ,,,,,,,,,,Packaging Employee Cost & QC Cost,,,,,,,,,,,,,
2,Refined Oil Fortune,0.03,1.00,122,122,,,,1
3,Spice Mustard Seed Black (Rai),0.00,0.01,118,1,,,,0.01
4,Spice Jeera (Cumin) Whole,0.00,0.05,632,32,,,,0.05
5,Veg Curry Leaves,0.00,0.02,90,2,,,,0.02
6,Veg Garlic Peeled/Chopped,0.01,0.50,209,105,,,,0.5
7,Veg Ginger Chopped,0.01,0.30,145,44,,,,0.3
8,Spice Whole Red Chilli Thin,0.00,0.04,330,13,,,,0.04
9,Hing Powder,0.00,0.10,2042,204,,,,0.1
10,Veg Red Onion Chopped,0.08,3.00,34,101,,,,3
11,Veg Tomato Chopped,0.09,3.50,23,80,,,,3.5
12,Everest Haldi Powder,0.00,0.05,188,9,,,,0.05
13,Spice Kitchen King Masala,0.00,0.09,500,45,,,,0.09
14,Everest Dhaniya Powder,0.00,0.10,170,17,,,,0.1
15,Red Chilli Powder Eastmade,0.00,0.05,357,18,,,,0.05
16,Cumin Powder ( Jeera Powder),0.00,0.03,430,13,,,,0.03
17,Salt Tata,0.01,0.35,28,10,,,,0.35
18,Water For Cooking,0.40,16.00,1,16,,,,16
19,Veg Coriander Chopped,0.00,0.12,,,,,,0.12
20,Veg Green Chilli Chopped,0.00,0.04,,,Photo,,,0.04
21,,,0.00,,,,,,
22,,,0.00,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
Total Qty,,0.86,34.4,#N/A,1956,,,,
,Yield Qty,0.9,34.4,Per Kg,56.9,,,,


Lauki Chana Dal,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,45,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Dal Chana Yellow,0.172,7.74,96,743,"1. Wash, drain and soak chana dal for 1 hour. Cut lauki into cubes and set aside. 
2. Boil Chana Dal & Ghiya along with water, haldi pwdr, salt, kashmiri mirch pwdr and oil
2. In a bowl, mix dhaniya pwder, cumin powdr, kashmiri chilli pwdr, kasuri methi pwdr & hing with water and set aside.
3. In a pan, heat oil, add tej patta, cumin seeds, broken dry red chilli, saunf. Saute for a while. Add chopped garlic and chopped onions.
4. Add green chilli slit, add ginger garlic paste, soaked masalas and lil water. Cook masalas until oil seperates.
5. Add tomato puree & salt and mix well. Cook for 7-8 mins. 
6. Add boiled chana dal along with water. Cook for another minute or so. Add chopped coriander.",,,
2,Veg Lauki Cleaned,0.220,9.90,41,404,,,,
3,Veg Red Onion Chopped,0.120,5.40,34,181,,,,
4,Tomato Puree Fresh,0.070,3.15,31,98,,,,
5,Green chillies slit,0.001,0.05,53,2,,,,
6,Everest Haldi Powder,0.002,0.09,188,17,,,,
7,Everest Dhaniya Powder,0.004,0.16,170,27,,,,
8,Cumin Powder ( Jeera Powder),0.001,0.04,430,17,,,,
9,Everest Haldi Powder,0.001,0.05,188,8,,,,
10,Spice Chilli Powder Kashmiri Catch,0.001,0.03,740,19,,,,
11,Spice Kasturi Methi Catch,0.001,0.02,670,15,,,,
12,Hing Powder,0.001,0.05,2042,92,,,,
13,Refined Oil Mahakosh,0.032,1.44,114,164,,,,
14,Spice Whole Red Chilli Thin,0.001,0.05,330,15,,,,
15,Cumin Powder ( Jeera Powder),0.002,0.09,430,39,,,,
16,Spice Fennel Seed (Saunf),0.001,0.05,381,17,,,,
17,Spice Tej Patta (Bay Leaf),0.001,0.02,168,4,,,,
18,Water For Cooking,0.450,20.25,1,20,,,,
19,Veg Garlic Peeled/Chopped,0.025,1.13,209,235,,,,
20,Veg Paste Ginger Garlic,0.020,0.90,90,81,Photo,,,
21,Veg Coriander Chopped,0.003,0.13,54,7,,,,
22,Veg Tomato Chopped,0.057,2.57,23,59,,,,
23,Salt Tata,0.007,0.321,28,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.19,53.6,#N/A,2264,,,,
16%,Yield Qty,1.0,45.0,Per Kg,50,,,,


Sindhi Kadhi,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,33,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Veg Drumstick,0.042,1.378,131,181,,,,
2,Veg French Beans Chopped,0.042,1.378,44,60,,,,
3,Veg Eggplant Round ,0.042,1.378,36,50,,,,
4,Veg Carrot Cut,0.042,1.378,28,38,,,,
5,Besan,0.017,0.551,107,59,,,,
6,Dal Arhar,0.033,1.102,166,183,,,,
7,Spice Deggi Mirch Mdh,0.017,0.551,949,523,,,,
8,Salt Tata,0.010,0.331,28,9,,,,
9,Refined Oil Mahakosh,0.025,0.825,114,94,,,,
10,Water For Cooking,0.835,27.555,1,28,,,,
11,Tamarind (Imli),0.017,0.551,159,88,,,,
12,Hing Powder,0.003,0.110,2042,225,,,,
13,Sugar,0.001,0.028,44,1,,,,
14,Veg Coriander Chopped,0.008,0.276,54,15,,,,
15,Veg Curry Leaves,0.001,0.028,90,2,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.134,37.4,#N/A,1556,,,,
10%,Yield Qty,1.020,33.7,Per Kg,46,,,,


Breakfast Sambar,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,#N/A,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,,,#N/A,#N/A,#N/A,,,,
2,,,#N/A,#N/A,#N/A,,,,
3,,,#N/A,#N/A,#N/A,,,,
4,,,#N/A,#N/A,#N/A,,,,
5,,,#N/A,#N/A,#N/A,,,,
6,,,#N/A,#N/A,#N/A,,,,
7,,,#N/A,#N/A,#N/A,,,,
8,,,#N/A,#N/A,#N/A,,,,
9,,,#N/A,#N/A,#N/A,,,,
10,,,#N/A,#N/A,#N/A,,,,
11,,,#N/A,#N/A,#N/A,,,,
12,,,#N/A,#N/A,#N/A,,,,
13,,,#N/A,#N/A,#N/A,,,,
14,,,#N/A,#N/A,#N/A,,,,
15,,,#N/A,#N/A,#N/A,,,,
16,,,#N/A,#N/A,#N/A,,,,
17,,,#N/A,#N/A,#N/A,,,,
18,,,#N/A,#N/A,#N/A,,,,
19,,,#N/A,#N/A,#N/A,,,,
20,,,#N/A,#N/A,#N/A,Photo,,,
21,,,#N/A,#N/A,#N/A,,,,
22,,,#N/A,#N/A,#N/A,,,,
23,,,#N/A,#N/A,#N/A,,,,
24,,,#N/A,#N/A,#N/A,,,,
25,,,#N/A,#N/A,#N/A,,,,
Total Qty,,0.00,#N/A,#N/A,#N/A,,,,
0%,Yield Qty,0.0,#N/A,Per Kg,#N/A,,,,


Breakfast Sambar,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,15,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,15
1,Refined Oil Mahakosh,,,114,0,"1. Cut all the vegetables and keep aside. Boil toor dal with little salt and turmeric powder. keep aside. 
2. Heat oil in a handi, add mustard seeds, curry leaves, hing, whole red chili and garlic, saute till golden brown. 
3. Add onion dice and saute till translucent. Add all the vegetables, and then salt along with some turmeric. Cook on medium flame till half done. Add tomatoes and cook further. 
4. Add all the spices along with sambar paste then cooked dal and hot water. Cook the sambar till all the vegetables are cooked properly. 
5. Add tamrind pulp and jaggery and mix properly.
6. Add chopped coriander and check the seasoning. serve hot.",,,0.07
2,Spice Mustard Seed Black (Rai),,0.00,118,0,,,,
3,Veg Curry Leaves,,0.00,90,0,,,,
4,Spice Whole Red Chilli Thin,,0.00,330,0,,,,
5,Hing Powder,,0.00,2042,0,,,,
6,Veg Garlic Peeled/Chopped,,0.00,209,0,,,,
7,Onion Peeled Dices,,0.00,31,0,,,,
8,Veg Tomato Chopped,,0.00,23,0,,,,
9,Spice Chilli Powder Kashmiri Catch,,0.00,740,0,,,,
10,Water For Cooking,,0.00,1,0,,,,
11,Everest Haldi Powder,,0.00,188,0,,,,
12,Spice Sambar Powder,,0.00,530,0,,,,
13,Salt Tata,,0.00,28,0,,,,
14,Tamarind (Imli),,0.00,159,0,,,,
15,Jaggery (Gud),,0.00,71,0,,,,
16,Veg Drumstick,,0.00,131,0,,,,
17,Veg Eggplant Round ,,0.00,36,0,,,,
18,Dal Arhar,,0.00,166,0,,,,
19,Pumpkin Fresh,,0.00,49,0,,,,
20,Veg Coriander Chopped,,0.00,54,0,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,0.00,0.0,#N/A,0,,,,
15%,Yield Qty,0.0,0.0,Per Kg,#DIV/0!,,,,



Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,#N/A,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,,,#N/A,#N/A,#N/A,,,,
2,,,#N/A,#N/A,#N/A,,,,
3,,,#N/A,#N/A,#N/A,,,,
4,,,#N/A,#N/A,#N/A,,,,
5,,,#N/A,#N/A,#N/A,,,,
6,,,#N/A,#N/A,#N/A,,,,
7,,,#N/A,#N/A,#N/A,,,,
8,,,#N/A,#N/A,#N/A,,,,
9,,,#N/A,#N/A,#N/A,,,,
10,,,#N/A,#N/A,#N/A,,,,
11,,,#N/A,#N/A,#N/A,,,,
12,,,#N/A,#N/A,#N/A,,,,
13,,,#N/A,#N/A,#N/A,,,,
14,,,#N/A,#N/A,#N/A,,,,
15,,,#N/A,#N/A,#N/A,,,,
16,,,#N/A,#N/A,#N/A,,,,
17,,,#N/A,#N/A,#N/A,,,,
18,,,#N/A,#N/A,#N/A,,,,
19,,,#N/A,#N/A,#N/A,,,,
20,,,#N/A,#N/A,#N/A,Photo,,,
21,,,#N/A,#N/A,#N/A,,,,
22,,,#N/A,#N/A,#N/A,,,,
23,,,#N/A,#N/A,#N/A,,,,
24,,,#N/A,#N/A,#N/A,,,,
25,,,#N/A,#N/A,#N/A,,,,
Total Qty,,0.00,#N/A,#N/A,#N/A,,,,
0%,Yield Qty,0.0,#N/A,Per Kg,#N/A,,,,


Breakfast Sambar,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,#N/A,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,,,#N/A,#N/A,#N/A,,,,
2,,,#N/A,#N/A,#N/A,,,,
3,,,#N/A,#N/A,#N/A,,,,
4,,,#N/A,#N/A,#N/A,,,,
5,,,#N/A,#N/A,#N/A,,,,
6,,,#N/A,#N/A,#N/A,,,,
7,,,#N/A,#N/A,#N/A,,,,
8,,,#N/A,#N/A,#N/A,,,,
9,,,#N/A,#N/A,#N/A,,,,
10,,,#N/A,#N/A,#N/A,,,,
11,,,#N/A,#N/A,#N/A,,,,
12,,,#N/A,#N/A,#N/A,,,,
13,,,#N/A,#N/A,#N/A,,,,
14,,,#N/A,#N/A,#N/A,,,,
15,,,#N/A,#N/A,#N/A,,,,
16,,,#N/A,#N/A,#N/A,,,,
17,,,#N/A,#N/A,#N/A,,,,
18,,,#N/A,#N/A,#N/A,,,,
19,,,#N/A,#N/A,#N/A,,,,
20,,,#N/A,#N/A,#N/A,Photo,,,
21,,,#N/A,#N/A,#N/A,,,,
22,,,#N/A,#N/A,#N/A,,,,
23,,,#N/A,#N/A,#N/A,,,,
24,,,#N/A,#N/A,#N/A,,,,
25,,,#N/A,#N/A,#N/A,,,,
Total Qty,,0.00,#N/A,#N/A,#N/A,,,,
0%,Yield Qty,0.0,#N/A,Per Kg,#N/A,,,,


Breakfast Sambar,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,#N/A,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,,,#N/A,#N/A,#N/A,,,,
2,,,#N/A,#N/A,#N/A,,,,
3,,,#N/A,#N/A,#N/A,,,,
4,,,#N/A,#N/A,#N/A,,,,
5,,,#N/A,#N/A,#N/A,,,,
6,,,#N/A,#N/A,#N/A,,,,
7,,,#N/A,#N/A,#N/A,,,,
8,,,#N/A,#N/A,#N/A,,,,
9,,,#N/A,#N/A,#N/A,,,,
10,,,#N/A,#N/A,#N/A,,,,
11,,,#N/A,#N/A,#N/A,,,,
12,,,#N/A,#N/A,#N/A,,,,
13,,,#N/A,#N/A,#N/A,,,,
14,,,#N/A,#N/A,#N/A,,,,
15,,,#N/A,#N/A,#N/A,,,,
16,,,#N/A,#N/A,#N/A,,,,
17,,,#N/A,#N/A,#N/A,,,,
18,,,#N/A,#N/A,#N/A,,,,
19,,,#N/A,#N/A,#N/A,,,,
20,,,#N/A,#N/A,#N/A,Photo,,,
21,,,#N/A,#N/A,#N/A,,,,
22,,,#N/A,#N/A,#N/A,,,,
23,,,#N/A,#N/A,#N/A,,,,
24,,,#N/A,#N/A,#N/A,,,,
25,,,#N/A,#N/A,#N/A,,,,
Total Qty,,0.00,#N/A,#N/A,#N/A,,,,
0%,Yield Qty,0.0,#N/A,Per Kg,#N/A,,,,

bathua  Kadhi ,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,56,,,,,,
SNo.,Ingredients,Qty,,Cost,Total,Method,,,
1,Curd,0.11,6.16,70,431,"1. Whisk together curd, besan, sliced onions, garlic, ginger, ajwain, turmeric, chilly powder, coriander powder, cumin powder, salt and water. Heat a pan and add oil. Add methi seeds, cumin, hing and add the whisked curd. Cook on medium low flame for 30 mins.

2. Check for salt in kadhi and remove it to a serving bowl. 10 minutes before serving add bathua to piping hot kadi. In a clean pan heat desi oil, add coriander & cumin seeds. Once they crackle, turn off the heat and add chili powder, stir and immediately add this tempering on top of the bathua  Kadhi ",,,
2,Besan,0.045,2.52,107,270,,,,
3,Onion Peeled Whole,0.055,3.08,34,103,,,,
4,Veg Ginger Chopped,0.003,0.17,145,24,,,,
5,Everest Haldi Powder,0.004,0.22,188,42,,,,
6,Spice Chilli Powder Kashmiri Catch,0.002,0.11,740,83,,,,
7,Salt Tata,0.01,0.56,28,16,,,,
8,Everest Dhaniya Powder,0.003,0.17,170,29,,,,
9,Water For Cooking,0.71,39.76,1,40,,,,
10,Refined Oil Mahakosh,0.02,1.12,114,128,,,,
11,Veg Lemon Juice,0.009,0.50,109,55,,,,
12,Spice Jeera (Cumin) Whole,0.003,0.17,632,106,,,,
13,Hing Powder,0.002,0.11,2042,229,,,,
14,Spices Dhaniya Whole,0.003,0.17,144,24,,,,
15,Spice Whole Red Chilli Thin,0.002,0.11,330,37,,,,
,Veg Coriander Chopped,0.010,0.56,54,30,,,,
1,Spice Ajwain,0.0015,0.084,248,21,,,,
2,Spice Fennel Seed (Saunf),0.256,14.336,#REF!,#REF!,,,,
3,Spice Aamchur Powder Eastmade,0.003,0.168,275,46,,,,
4,,,0,#N/A,,Photo,,,
5,,,0,#N/A,,,,,
6,,,0,#N/A,,,,,
7,,,0,#N/A,,,,,
8,,,0,#N/A,,,,,
9,,,0,#N/A,,,,,
Total Qty,,1.25,70.1,#N/A,#REF!,,,,
20%,Yield Qty,1.0,56.1,Per Kg,#REF!,,,,

Dal muradabadi ,,,,,,,,,
Video Link,,Per,Scale,Dish Specification: ,,,,,
,,1,45,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,45
1,Dal Moong Yellow,0.27,12.00,125,1500,"1. Boil dal with  salt & water;
2. In a handi, take oil, heat it, add, jeera, hing, curry leaves.whole red chilli 
3. Add green chilli slit, ginger juliennes, garlic chop & onions.ginger garlic paste
4. Add , deggi pdwr, salt, chope tomatoes & cook well.add kitchen king corinder powder jeera powder Mix dal
5. Garnish with chopped dhaniya & serve",,,12
2,Water For Cooking,0.44,20.00,1,20,,,,20
3,Refined Oil Mahakosh,0.03,1.50,114,171,,,,1.5
4,Spice Jeera (Cumin) Whole,0.00,0.10,632,63,,,,0.1
5,Hing Powder,0.00,0.10,2042,204,,,,0.1
6,Veg Garlic Peeled/Chopped,0.03,1.50,209,314,,,,1.5
7,Spice Whole Red Chilli Thin,0.00,0.02,330,7,,,,0.02
8,Veg Curry Leaves,0.00,0.02,90,2,,,,0.02
9,Veg Red Onion Chopped,0.18,8.00,34,269,,,,8
10,Veg Paste Ginger Garlic,0.01,0.50,90,45,,,,0.5
11,Veg Tomato Chopped,0.22,10.00,23,229,,,,10
12,Everest Haldi Powder,0.00,0.01,188,2,,,,0.01
13,Spice Kitchen King Masala,0.00,0.09,500,45,,,,0.09
14,Everest Dhaniya Powder,0.00,0.08,170,14,,,,0.08
15,Cumin Powder ( Jeera Powder),0.00,0.06,430,26,,,,0.06
16,Green Chili Paste,0.00,0.01,53,1,,,,0.01
17,Salt Tata,0.01,0.36,28,10,,,,0.36
18,Veg Ginger Chopped,0.00,0.00,145,0,,,,0.02
19,Veg Coriander Chopped,0.00,0.01,54,0,,,,0.2
20,Green chillies slit,0.00,0.00,53,0,Photo,,,
21,,,0.00,#N/A,,,,,
22,,,,#N/A,,,,,
23,,,,#N/A,,,,,
24,,,,#N/A,,,,,
25,,,,#N/A,,,,,

Total Qty,,1.213,54.4,#N/A,2920,,,,
21%,Yield Qty,0.958,43.1,Per Kg,67.7,,,,












































































Punjabi Samosa - 50g,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Maida,5.75,57.5,,,"For the dough:
1. Knead a hard dough by mixing all ingredients mentioned in yellow and set aside for resting",,,
2,Salt Tata,0.12,1.15,,,,,,
3,Spice Ajwain,0.05,0.5,,,,,,
4,Water For Cooking,3.15,31.5,,,,,,
5,Dalda,1.43,14.3,,,,,,
6,Samosa Filling,,0,,,,,,
7,Refined Oil Mahakosh,,0,,,,,,
8,,,0,,,,,,
9,,,0,,,,,,
10,,,0,,,,,,
11,,,0,,,,,,
12,,,0,,,,,,
13,,,0,,,,,,
14,,,0,,,,,,
15,,,0,,,,,,
16,,,0,,,,,,
17,,,0,,,,,,
18,,,0,,,,,,
19,,,0,,,,,,
20,,,0,,,Photo,,,
21,,,0,,,,,,
22,,,0,,,,,,
23,,,0,,,,,,
24,,,0,,,,,,
25,,,0,,,,,,
Total Qty,,10.50,105.0,#N/A,0,,,,
20%,Yield Qty,8.4,84.0,Per Kg,0,,,,


Kala Chana Chaat,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Boiled Kala Chana ,0.58,5.83,76,443,"1. Boil the kala chana with salt and 
 heat oil add chana masala and cool down 
2. Peel and chop the raw mango.tomato chop , onion chop , anar dana , chop coriander , 
3. Toss the kala chana and the remaiing ingredients.
4. Garnish with chopped coriander and anardana.",,,
2,Veg Red Onion Chopped,0.17,1.67,34,56,,,,
3,Veg Tomato Chopped,0.13,1.25,23,29,,,,
4,Veg Green Chilli Chopped,0.01,0.08,53,4,,,,
5,Anardana Dry,0.04,0.42,640,267,,,,
6,Raw Mango,0.04,0.42,186,78,,,,
7,Veg Coriander Chopped,0.03,0.25,54,14,,,,
8,Veg Lemon Juice,0.03,0.25,109,27,,,,
9,Salt Tata,0.01,0.07,28,2,,,,
10,Spice Chat Masala Mdh,0.00,0.04,405,17,,,,
11,,,,#N/A,,,,,
12,,,0,#N/A,,,,,
13,,,0,#N/A,,,,,
14,,,0,#N/A,,,,,
15,,,0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.03,10.3,#N/A,936,,,,
0%,Yield Qty,1.0,10.3,Per Kg,91,,,,


Bun Maska,,,,,,,,,
Video Link,,Per,Scale,"Dish Specification: 
Average wt of bun (without butter) : 74gms, With : 92gms",,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Sweet Bun,1,10,,,1. Cut bun Apply butter on bun and serve,,,
2,Amul Butter Salted,0.018,0.18,,,,,,
3,,,0,,,,,,
4,,,0,,,Photo,,,
5,,,0,,,,,,
6,,,0,,,,,,
7,,,0,,,,,,
8,,,0,,,,,,
9,,,0,,,,,,
Total Qty,,1.02,10.2,#N/A,0,,,,
0%,Yield Qty,1.0,10.2,Per Kg,0,,,,


Aloo Bread Roll,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Samosa Filling,0.05,0.5,,,"1. Soak the bread in water and squeeze exces.
2. Add filling and make into a cylinder and then deep fry in hot oil.",,,
2,Sandwich Bread White,1.00,10,,,,,,
3,Refined Oil Mahakosh,0.01,0.1,,,,,,
4,,,0,,,,,,
5,Corn Flour,0.01,0.07,,,,,,
6,Maida,0.01,0.1,,,,,,
7,Salt Tata,0.00,0.003,,,,,,
8,Oregano Pizza Seasoning,0.00,0.001,,,,,,
9,Water For Cooking,0.01,0.1,,,,,,
10,,,0,,,,,,
11,Bread Crumbs Pankho Golden Crown,0.01,0.09,,,,,,
12,,,0,,,,,,
13,,,0,,,,,,
14,,,0,,,,,,
15,,,0,,,,,,
16,,,0,,,,,,
17,,,0,,,,,,
18,,,0,,,,,,
19,,,0,,,,,,
20,,,0,,,Photo,,,
21,,,0,,,,,,
22,,,0,,,,,,
23,,,0,,,,,,
24,,,0,,,,,,
25,,,0,,,,,,
Total Qty,,1.10,11.0,#N/A,0,,,,
0%,Yield Qty,1.1,11.0,Per Kg,0,,,,


Kabuli Chana Chaat,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,20,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Dal Kabuli Chana - Single Dollar,7,140,#N/A,#N/A,"1. Soak kabuli chana for atleast 8 hours.
2. Boil the kabuli chana with salt and haldi.
3. Cool down and rinse with cold water.
4. Chop all ingredients and mix with kabuli chana (boiled).
5. Add all spices and lemon juice and mix.
6. Garnish with chopped coriander.",,,
2,Veg Red Onion Chopped,2,40,34,1344,,,,
3,Veg Tomato Chopped,2,40,23,915,,,,
4,Veg Green Chilli Chopped,0.1,2,53,106,,,,
5,Pomegranate,0.5,10,144,1440,,,,
6,Veg Coriander Chopped,0.1,2,54,108,,,,
7,Raw Mango,0.5,10,186,1860,,,,
8,Veg Lemon Juice,0.3,6,109,653,,,,
9,Salt Tata,0.08,1.6,28,45,,,,
10,Spice Chat Masala Mdh,0.05,1,405,405,,,,
11,Salt Black,0.05,1,85,85,,,,
12,Refined Oil Mahakosh,0.05,1,114,114,,,,
13,,,0,#N/A,,,,,
14,,,0,#N/A,,,,,
15,,,0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,12.73,254.6,#N/A,#N/A,,,,
10%,Yield Qty,1.0,20.0,Per Kg,#N/A,,,,


Boiled egg,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Egg,8,0,178,0,,,,
2,,,0,#N/A,#N/A,,,,
3,,,0,#N/A,#N/A,,,,
4,,,0,#N/A,#N/A,,,,
5,,,0,#N/A,#N/A,,,,
6,,,0,#N/A,#N/A,,,,
7,,,0,#N/A,#N/A,,,,
8,,,0,#N/A,#N/A,,,,
9,,,0,#N/A,#N/A,,,,
10,,,0,#N/A,#N/A,,,,
11,,,0,#N/A,,,,,
12,,,0,#N/A,,,,,
13,,,0,#N/A,,,,,
14,,,0,#N/A,,,,,
15,,,0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,8.00,0.0,#N/A,#N/A,,,,
0%,Yield Qty,8.0,0.0,Per Kg,#N/A,,,,


Podi Idli,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,,,0,#N/A,#N/A,"1. Pour idli batter in small idli moulds,steam and make 20 gram idli.
2. Roast together all the dry spices and cool down and grind.
3. Heat oil in a kadhai and add oil, rai, curry leaves.
4. Add the small idli and toss with the podi masala ground earlier. 
5. Serve with coconut chutney
",,,
2,,,0,#N/A,#N/A,,,,
3,,,0,#N/A,#N/A,,,,
4,,,0,#N/A,#N/A,,,,
5,,,0,#N/A,#N/A,,,,
6,,,0,#N/A,#N/A,,,,
7,,,0,#N/A,#N/A,,,,
8,,,0,#N/A,#N/A,,,,
9,,,0,#N/A,#N/A,,,,
10,,,0,#N/A,#N/A,,,,
11,,,0,#N/A,#N/A,,,,
12,,,0,#N/A,#N/A,,,,
13,,,0,#N/A,#N/A,,,,
14,,,0,#N/A,,,,,
15,,,0,#N/A,,,,,
16,,,0,#N/A,,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,0.00,0.0,#N/A,#N/A,,,,
5%,Yield Qty,0.0,0.0,Per Kg,#N/A,,,,


Tadka Idli (Yellow),,,,,,,,,
Video Link,,Per,Scale,Dish Specification: COST per PC,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Idli (25g),1,10,0,0,"1. Heat oil in a kadhai and add rai, curry leaves and saute onion.
2. Add haldi and all remaning spices and then add idli.
3. Toss till the idli is coated in the tadka and serve with coconut chutney",,,
2,Refined Oil Mahakosh,0.04,0.4,114,46,,,,
3,Spice Mustard Seed Black (Rai),0.002,0.02,118,2,,,,
4,Veg Curry Leaves,0.001,0.01,90,1,,,,
5,Veg Red Onion Chopped,0.01,0.1,34,3,,,,
6,Salt Tata,0.001,0.01,28,0,,,,
7,Everest Haldi Powder,0.005,0.05,188,9,,,,
8,Spice Whole Red Chilli Thin,0.002,0.02,330,7,,,,
9,,,0,,,,,,
10,,,0,,,,,,
11,,,0,,,,,,
12,,,0,,,,,,
13,,,0,,,,,,
14,,,0,,,,,,
15,,,0,,,,,,
16,,,0,,,,,,
17,,,0,,,,,,
18,,,0,,,,,,
19,,,0,,,,,,
20,,,0,,,Photo,,,
